trip_id,count,min,25%,50%,75%,90%,mean,max,mean_absolute_deviation,variance,standard_deviation,skewness,unbiased_kurtosis,range,IQR,IQM
151952729,69,3.198644700758248,163.36795494667714,174.8257320526107,328.0893775725516,352.9986904212088,208.63608058097776,358.51585384740685,95.0440220145472,12298.236115902495,110.8974125753279,-0.06388127223948438,-1.1336401440766513,3.198644700758248~358.51585384740685,164.72142262587445,174.8257320526107
152000298,100,62.04433791764475,342.0920479396251,344.25301150584426,345.67004723273664,359.374967941576,314.21498128689984,359.8213191284938,51.7960127271946,4392.3146891051965,66.27454027833913,-1.7344482758106994,1.9102957624374857,62.04433791764475~359.8213191284938,3.5779992931115316,344.25301150584426
152005355,436,0.0,81.66806605295034,90.7172872728471,178.73849971214213,358.9454370300883,124.27784966297025,359.9514992831253,79.77866711542379,11004.368242345281,104.90170752826324,1.1569993324878922,0.43029980872666584,0.0~359.9514992831253,97.07043365919179,90.7172872728471
152081383,239,0.0,208.8363665810839,257.312953342635,277.58186426134034,316.7653624123382,235.57317160587735,359.9586968691301,59.802919761147535,6372.852284994158,79.83014646732246,-1.1542308204025087,0.6718117143541971,0.0~359.9586968691301,68.74549768025645,257.312953342635
152082904,512,0.0,12.203786242330505,174.70787465327908,343.5541612479791,359.0710625214529,164.66709635544188,359.8635210727326,124.60880034180089,20251.83922780205,142.30895694861252,0.20670838993811672,-1.5611612047282388,0.0~359.8635210727326,331.3503750056486,174.70787465327908
152085585,70,150.11431117934367,179.53502237444854,273.4308705246392,351.7939993977167,359.3900472247591,265.7623695970793,359.82131914348673,76.40660350771142,6820.3919326745845,82.5856642079882,-0.054020299851330264,-1.785761298623723,150.11431117934367~359.82131914348673,172.25897702326813,273.4308705246392
152090413,840,0.0,89.6390347366951,179.3556748110159,247.04647460339012,318.12033603678185,163.52123197546447,359.99999999309983,86.58852729325288,11077.951729668122,105.25184905581527,0.15705658497733113,-0.9264270636877372,0.0~359.99999999309983,157.40743986669503,179.3556748110159
152102780,117,0.4443567243859832,80.25574076170905,112.2840371938723,359.4818158302935,359.79405683215606,186.16960335783844,359.9714109874389,130.6579523667345,19550.68167923019,139.82375219979684,0.15916153779399478,-1.6702349943958137,0.4443567243859832~359.9714109874389,279.22607506858446,112.2840371938723
152105952,366,0.0,163.9469335559608,181.256154485561,272.2795617673668,347.1378988587007,202.81596244289642,359.93514528671807,84.61365602739527,11337.401802553657,106.47723607679558,-0.20888631597532134,-0.6301909213371024,0.0~359.93514528671807,108.33262821140596,181.256154485561
152184694,189,0.04303724851810334,42.72723900642353,272.1832201897981,355.3254208802745,359.5630922453208,211.2029159028405,359.90225352410135,145.02646476994994,23527.850127986196,153.38790737208132,-0.3145453297353532,-1.7135132848008112,0.04303724851810334~359.90225352410135,312.598181873851,272.1832201897981
152197142,262,0.24478791123521065,79.58113136066527,185.35365867160013,326.4999892644548,345.2153700759759,199.13577907486754,359.9586969393624,106.30063204783492,14383.844967087178,119.93266847313612,-0.11346337305056402,-1.4370249326986457,0.24478791123521065~359.9586969393624,246.91885790378956,185.35365867160013
152203181,119,2.9036377889717513,244.1688892341254,338.06533500800975,349.5804919490881,350.2951893507547,281.7535472174051,357.9988234135849,86.17347728692711,11571.462831165521,107.57073408304659,-1.4618149439875787,0.5213414651671084,2.9036377889717513~357.9988234135849,105.41160271496273,338.06533500800975
152203204,394,0.30693906761446305,86.51750249399247,179.40255742594286,270.6984619737254,348.5725382581971,176.088566041763,359.07896415994276,92.81952199424904,12286.323800095164,110.84369084478901,0.10336120117038075,-1.1491420638909737,0.30693906761446305~359.07896415994276,184.1809594797329,179.40255742594286
152267951,490,0.06416161822934187,172.24736749124145,179.8464073255966,270.0,350.75010656941237,200.00810116009242,359.8213191854521,79.03675263960884,11010.406413822398,104.93048372052041,-0.13085676394272774,-0.5136587049692283,0.06416161822934187~359.8213191854521,97.75263250875855,179.82929370019582
152269334,161,7.917503034802069,172.31871734057452,179.96901662368302,184.31444106927398,194.79229712379737,179.89273063786968,271.91228364064943,13.046500385817092,739.5181372235863,27.194082761210872,-1.3838794553803242,13.685347158847964,7.917503034802069~271.91228364064943,11.99572372869946,179.96901662368302
152272826,119,0.4346268535928048,62.85016334465705,243.4035859491376,326.53825560482755,339.109019984287,206.09943939104588,357.1369843945307,112.68610311695168,16242.488027976015,127.44602005545727,-0.4910556361540572,-1.3731925314168045,0.4346268535928048~357.1369843945307,263.6880922601705,243.4035859491376
152277828,256,0.0,133.43280843168324,164.85908397496001,269.43487267883654,271.737091774022,176.41123400904368,359.41095892791463,68.72922996381054,7840.894723368589,88.54882677578846,0.0352691019668732,-0.2877947164927295,0.0~359.41095892791463,136.0020642471533,164.85908397496001
152287621,258,0.0,65.91481838631412,77.64602838997476,89.97287716208776,123.23879313980812,85.07079945734739,359.7913618007938,36.42042768180788,4919.33678438873,70.13798389167405,2.589748882949588,8.171241989356169,0.0~359.7913618007938,24.05805877577363,77.64602838997476
