tripID,count,min,25%,50%,75%,90%,mean,max,mean_absolute_deviation,variance,standard_deviation,skewness,unbiased_kurtosis,range,IQR,IQM
151952729,69,0.00516264374110901,1.0103437696313204,2.864620510538487,4.489662673391933,5.457866329609073,3.3230019302244727,16.50751996651356,2.1329269300939466,9.635869840060806,3.1041697505228036,2.060498089121408,5.55372474228655,0.00516264374110901~16.50751996651356,3.479318903760613,2.864620510538487
152000298,100,0.9654517285352848,3.5324422588341617,83.09385877014157,226.31843991719592,384.2288242242554,128.86100913198817,450.17350783896006,123.22699372670871,22013.925521606623,148.37090523956044,0.9195850197500872,-0.47561798775715225,0.9654517285352848~450.17350783896006,222.78599765836177,83.09385877014157
152005355,436,0.0697343692547758,1.7325943237334953,3.985958435222158,8.700022409624324,12.642287423795143,5.557688364208874,23.63753315392164,3.7869803425395414,20.157860838501957,4.489750643243114,0.8398328077108849,-0.22975417882314808,0.0697343692547758~23.63753315392164,6.967428085890829,3.985958435222158
152081383,239,0.0032467900672588463,1.03389341441861,2.8996785385040376,4.44796449317181,6.934868275622247,5.240013977367774,80.91231921123008,4.915590609205938,134.65401396147382,11.604051618356143,5.00107894369167,25.79323199489782,0.0032467900672588463~80.91231921123008,3.4140710787532,2.8996785385040376
152082904,512,0.0,3.2381234508918757,7.275013699612127,34.420561325722275,519.832710590737,100.04109600869307,694.0799654677968,145.2445794862942,40274.360654762226,200.6847295006828,1.974615759533772,2.2431426998743365,0.0~694.0799654677968,31.1824378748304,7.275013699612127
152085585,70,0.07480475764257571,1.813018709411597,4.512044714625479,127.47688043487233,258.01886799701936,67.6289015843018,350.8165713959765,86.36076482603102,11223.353225808964,105.94032860912299,1.4756611006360518,0.8953473463217811,0.07480475764257571~350.8165713959765,125.66386172546073,4.512044714625479
152090413,840,0.000670234366747434,1.6863469246227758,3.7515963405167865,6.101695136530644,7.851903446288492,6.024425360799748,135.5449742838836,4.878956349369097,188.02946611947107,13.712383677518329,6.665082684644912,47.77784389166327,0.000670234366747434~135.5449742838836,4.415348211907868,3.7515963405167865
152102780,117,0.009211226654764542,2.1905667636856383,3.5445513196093565,6.075506726961978,10.100879236571753,5.936742104653502,48.07685803574727,4.6811050839430655,70.30766819038739,8.38496679721437,3.3458132910803595,11.839503293694257,0.009211226654764542~48.07685803574727,3.8849399632763393,3.5445513196093565
152105952,366,0.03755442682815968,1.6255144359609481,3.6634168554001523,46.59459954809168,756.206956530722,146.22828893533804,1180.2341319976738,220.95447634309306,103089.651967122,321.07577293704674,2.2527962775122767,3.625503548143165,0.03755442682815968~1180.2341319976738,44.96908511213073,3.6634168554001523
152184694,189,0.029740325293851188,3.46076497017017,5.636312548921305,8.27312410308006,10.045130564476047,8.487621569833692,77.06282179039415,5.78202131907683,145.0275785811427,12.042739662599317,3.94227174896799,16.089249626505808,0.029740325293851188~77.06282179039415,4.812359132909889,5.636312548921305
152197142,262,0.009889186766370987,1.0796271361737981,2.1524845846655474,4.196364186379157,10.244525057782164,4.093338367232465,55.932804950327615,3.6106036098283485,36.74547716730962,6.061804778059883,4.199344160466085,26.284931301435904,0.009889186766370987~55.932804950327615,3.1167370502053595,2.1524845846655474
152203181,119,0.013305807863498104,13.0139458025104,2970.220423507543,4101.599841825811,4571.0170290055075,2380.6829565377802,4966.453364149186,1818.7840461491817,3752735.055000482,1937.1977325509345,-0.17135353671763787,-1.7479403682663126,0.013305807863498104~4966.453364149186,4088.585896023301,2970.220423507543
152203204,394,0.028494997361979187,1.5408582650383174,3.470053640913479,9.446522076514254,24.07765724430877,40.85224780922696,819.2827819391141,64.83310991119242,21416.04842278897,146.34223048316903,4.331870910131656,17.80000309095058,0.028494997361979187~819.2827819391141,7.905663811475937,3.470053640913479
152267951,490,0.006160791052872475,2.489537408440353,6.561470902457396,61.9040507129928,4568.485563541199,807.1628478244227,4785.404812105448,1256.6056717503013,2746488.638890712,1657.253341795005,1.7455816626030372,1.2085837506621622,0.006160791052872475~4785.404812105448,59.41451330455244,6.561470902457396
152269334,161,13.03934802976662,1413.4969192415551,4746.126457504605,5883.289211646466,6839.474054524083,3949.608208094215,7320.93488114597,2063.476934886143,5619184.633249959,2370.4819411355907,-0.38128710992457854,-1.2558757488386771,13.03934802976662~7320.93488114597,4469.792292404911,4746.126457504605
152272826,119,0.14034012531342635,2.0237309426762504,4.620450342130527,27.774602166329526,93.98887289811259,32.51027495537554,275.638655851718,42.61484355093974,4303.235549849838,65.59905144016824,2.5733307993090153,5.684323114532148,0.14034012531342635~275.638655851718,25.750871223653277,4.620450342130527
152277828,256,0.056476785356101726,2.622496582767664,4.150796602958243,5.824692760050629,7.829184440366575,5.100199988705202,65.91310384385889,2.9162608815961697,44.13597969526744,6.6434915289527865,6.2988905185497375,48.16856043208649,0.056476785356101726~65.91310384385889,3.2021961772829655,4.150796602958243
152287621,258,0.12421314415339588,7.484486748839289,9.53408239551251,11.231996056156056,12.63097788678769,9.35885208270355,39.98645806265112,2.5274255379746355,14.349347724066073,3.788053289496608,1.8425268980762441,16.329368648608867,0.12421314415339588~39.98645806265112,3.7475093073167676,9.53408239551251
152298710,242,0.17321174272697698,2.479062401672307,3.9470069842382323,5.675473849926155,7.425210641251926,6.576560023542472,109.78569363274063,5.2210398683480435,180.56275067610167,13.437363977957197,5.606383322490332,33.66123615243029,0.17321174272697698~109.78569363274063,3.1964114482538477,3.9470069842382323
152303134,288,0.13438661112739025,7.936872781653371,10.126359866284592,12.323243577891612,13.455130451099041,9.901617426202582,36.912679692836704,2.693190886672391,13.12975249751011,3.623500034153458,0.9793109611624742,10.207736256260308,0.13438661112739025~36.912679692836704,4.386370796238241,10.126359866284592
